- invocation: True
  version: 3.0
  - lfn: "Aug_resized_Dog14_2.jpg"
    pfn: "Aug_resized_Dog14_2.jpg"
    sha256: bef049e9403c16f1fb39145019bd29032d257e3656100d0f2b27a10a09c69220
    success: True
  - lfn: "Aug_resized_Dog47_2.jpg"
    pfn: "Aug_resized_Dog47_2.jpg"
    sha256: 6c83bfc0787fb36f18c500ac910049f61a105946c3b49d760e67647076307d90
    success: True
  - lfn: "Aug_resized_Cat73_1.jpg"
    pfn: "Aug_resized_Cat73_1.jpg"
    sha256: d6159fe4c578f0c1ee3cfd1aaf8f192268beaff0651c978dc53d7ee20932a76a
    success: True
  - lfn: "Aug_resized_Cat21_2.jpg"
    pfn: "Aug_resized_Cat21_2.jpg"
    sha256: 9fecb7bda6149c15f9b77bd569fcf190b975ca9ec917d2928cb6cbcec936a6e2
    success: True
  - lfn: "Aug_resized_Cat58_1.jpg"
    pfn: "Aug_resized_Cat58_1.jpg"
    sha256: 540bbe46d628d841c49c82d8edcfe814f1e12a3a023f85601fbac1d41f4eaaac
    success: True
  - lfn: "Aug_resized_Cat53_1.jpg"
    pfn: "Aug_resized_Cat53_1.jpg"
    sha256: c26e77cb994dccc58884f9d8534195cc05ed5c72f0deaaa60dee4dd23e0a3e4d
    success: True
  - lfn: "Aug_resized_Dog2_0.jpg"
    pfn: "Aug_resized_Dog2_0.jpg"
    sha256: 26ca19e789686b16f06b0f176d446f8337db9d76358683d95de3f6ae1844d640
    success: True
  - lfn: "Aug_resized_Cat5_1.jpg"
    pfn: "Aug_resized_Cat5_1.jpg"
    sha256: 05990d905032f3187ad819e82f420fe8e12505c68680561fc134cbf4cba30899
    success: True
  - lfn: "Aug_resized_Dog53_1.jpg"
    pfn: "Aug_resized_Dog53_1.jpg"
    sha256: 0567cefbbf909b20d47f31f113088ac19cdc203d3c63e40652b492399a66694b
    success: True
  - lfn: "Aug_resized_Dog91_0.jpg"
    pfn: "Aug_resized_Dog91_0.jpg"
    sha256: 4ac39f0d4e4b896a173f65e8a64f67cad2dd46fc10f4e16be12e29966a12ca62
    success: True
  - lfn: "Aug_resized_Cat12_1.jpg"
    pfn: "Aug_resized_Cat12_1.jpg"
    sha256: 20d39822134227106beda2b1696883843284168632670091c660db0bef9f22e2
    success: True
  - lfn: "Aug_resized_Dog93_1.jpg"
    pfn: "Aug_resized_Dog93_1.jpg"
    sha256: bfa18fd98d9dcf9a88cea2891de38ee0cab2a4332af15504bbd7330fb4e5e562
    success: True
  - lfn: "Aug_resized_Dog61_2.jpg"
    pfn: "Aug_resized_Dog61_2.jpg"
    sha256: 45baae3c75a0b1c6e7b421f7e3bebb0a6a566646f77abf976c000235af1a56a3
    success: True
  - lfn: "Aug_resized_Dog97_0.jpg"
    pfn: "Aug_resized_Dog97_0.jpg"
    sha256: 7016c5e0fdf2c8fe6cbbc9be6ac4323b6dc9d4b4645fa7ce0d18da257dcc6dbd
    success: True
  - lfn: "Aug_resized_Dog45_1.jpg"
    pfn: "Aug_resized_Dog45_1.jpg"
    sha256: 2e94c28268864c78db21fc3ed852b331b292388a263aebfd743b6dfbe18c10ac
    success: True
  - lfn: "Aug_resized_Dog37_0.jpg"
    pfn: "Aug_resized_Dog37_0.jpg"
    sha256: 1fd1c9e3e44277955192a4a73142f33b5ba2882d3dfd365a766231e20ddeb3d4
    success: True
  - lfn: "Aug_resized_Cat8_0.jpg"
    pfn: "Aug_resized_Cat8_0.jpg"
    sha256: 3511e887feb823be92d485913d23195654b74732895feef4002caacf42645dcf
    success: True
  - lfn: "Aug_resized_Dog92_0.jpg"
    pfn: "Aug_resized_Dog92_0.jpg"
    sha256: b61339ee6c6ca7b221c4351a06469e7138348371b5c00c283233f83f2f263332
    success: True
  - lfn: "Aug_resized_Cat72_1.jpg"
    pfn: "Aug_resized_Cat72_1.jpg"
    sha256: 41cffd7e304302a38805f125ed8685c3876d2ebf7544dfc1c153059bf394a17d
    success: True
  - lfn: "Aug_resized_Cat56_0.jpg"
    pfn: "Aug_resized_Cat56_0.jpg"
    sha256: 0f560f02c5ddb63057022d35603f6c9e1549e81576cb9346eab6ec7672e2c8f1
    success: True
  - lfn: "Aug_resized_Cat22_2.jpg"
    pfn: "Aug_resized_Cat22_2.jpg"
    sha256: 60508eeb73a24f9ae75f4a99d7f635f69d0d399df2df78ddaf9a2945a7a2813f
    success: True
  - lfn: "Aug_resized_Cat75_2.jpg"
    pfn: "Aug_resized_Cat75_2.jpg"
    sha256: 36cf1da22e6f0604ba4680bdae11baf8a7a93def72b814ff6dba3e2e5b132b84
    success: True
  - lfn: "Aug_resized_Cat59_1.jpg"
    pfn: "Aug_resized_Cat59_1.jpg"
    sha256: fe79384e4002a008447ffcb26b3097edea1bfc65bd3b94653db55826c7139605
    success: True
  - lfn: "Aug_resized_Cat99_1.jpg"
    pfn: "Aug_resized_Cat99_1.jpg"
    sha256: 3a1c3703d8db00b078ac8366c378e6b06bc086baf8a04970a0f2e6108d764491
    success: True
  - lfn: "Aug_resized_Dog29_0.jpg"
    pfn: "Aug_resized_Dog29_0.jpg"
    sha256: 6da50e2986856300bb09acccac0860ef53f7f97086ebb133edb3db0d4bd8a974
    success: True
  - lfn: "Aug_resized_Cat66_1.jpg"
    pfn: "Aug_resized_Cat66_1.jpg"
    sha256: 8e9be5f0b2c0bbedb7491ae99eff708fbccab44bc520805d83e6a63622156cad
    success: True
  - lfn: "Aug_resized_Cat65_1.jpg"
    pfn: "Aug_resized_Cat65_1.jpg"
    sha256: de94785f5f21fb2ab5dc2c7a5d104fcab01e5d324bc5b98134feed14240f8d57
    success: True
  - lfn: "Aug_resized_Dog62_2.jpg"
    pfn: "Aug_resized_Dog62_2.jpg"
    sha256: a929de5ff0b769b70def429b59d22ea8009769211f3a0c53930797ae63eb9c84
    success: True
  - lfn: "Aug_resized_Cat52_0.jpg"
    pfn: "Aug_resized_Cat52_0.jpg"
    sha256: 8b82434478a5e7b3a221d91db7033ef5efae21dcb46973e96836f0602a5c80a6
    success: True
  - lfn: "Aug_resized_Dog36_0.jpg"
    pfn: "Aug_resized_Dog36_0.jpg"
    sha256: f94edda9de45a11516889e6de698cf187210bbf87dab4f01c74867a97e125db0
    success: True
  - lfn: "Aug_resized_Cat4_0.jpg"
    pfn: "Aug_resized_Cat4_0.jpg"
    sha256: 226907461fa28115582ed99ab1f7079480a52681308f42cf45f0aa39e50e88ca
    success: True
  - lfn: "Aug_resized_Dog5_2.jpg"
    pfn: "Aug_resized_Dog5_2.jpg"
    sha256: a3c7673d7d6e1095d204b69ed99f3b2c2274eb255b5ea77f41a674208682936e
    success: True
  - lfn: "Aug_resized_Cat13_1.jpg"
    pfn: "Aug_resized_Cat13_1.jpg"
    sha256: 31224eb68d81b0b3cc517812cb5ba223909e4cd11419d9d439734c4a12ccf160
    success: True
  - lfn: "Aug_resized_Dog39_1.jpg"
    pfn: "Aug_resized_Dog39_1.jpg"
    sha256: 255489947a53d25e477759c3441d3a6145f53373453f089df32fd15bed22806a
    success: True
  - lfn: "Aug_resized_Cat61_2.jpg"
    pfn: "Aug_resized_Cat61_2.jpg"
    sha256: 93101963f23d08e34b236447c2167065cdb124ef2b5214cf76d4314ebe10fd7d
    success: True
  - lfn: "Aug_resized_Dog38_1.jpg"
    pfn: "Aug_resized_Dog38_1.jpg"
    sha256: cce130cbc039495e27aa4652a1958ffb773b95eef82e73a9161ea4e9874a4926
    success: True
  - lfn: "Aug_resized_Dog46_2.jpg"
    pfn: "Aug_resized_Dog46_2.jpg"
    sha256: f8628b5978b37dc1c6df7f7bf4d6b594232de83fbf9ef7dfb80ffd8186abd638
    success: True
  - lfn: "Aug_resized_Cat9_0.jpg"
    pfn: "Aug_resized_Cat9_0.jpg"
    sha256: 72bb2ec6bdb2e23d42f5ea99778abd42f11fc66b36b9db0fb126af83e4b50af0
    success: True
  - lfn: "Aug_resized_Dog98_0.jpg"
    pfn: "Aug_resized_Dog98_0.jpg"
    sha256: ed1ca1b8c27af54d06738548c8416ec213915eb38f19c1018365d34b4a93e549
    success: True
  - lfn: "Aug_resized_Cat57_0.jpg"
    pfn: "Aug_resized_Cat57_0.jpg"
    sha256: 524898ec9169f42b46713d9093d274a70c8d73a293fa03a7fd03a81a16fb0bcf
    success: True
  - lfn: "Aug_resized_Cat98_0.jpg"
    pfn: "Aug_resized_Cat98_0.jpg"
    sha256: 135f7562224773e97ca6577e1da2ada06d7d9752fe67685de1ed82825ac08e10
    success: True
  - lfn: "Aug_resized_Cat74_2.jpg"
    pfn: "Aug_resized_Cat74_2.jpg"
    sha256: 01d6aad92d514985235cc5858d9cb006b7f3bd027b123bb79008f03cbdbeec44
    success: True
  - lfn: "Aug_resized_Cat63_0.jpg"
    pfn: "Aug_resized_Cat63_0.jpg"
    sha256: 4f3c69924e74072a7ca9bc3defec337eeee634b7bcc2ae04a8172069f1946e61
    success: True
  - lfn: "Aug_resized_Cat68_2.jpg"
    pfn: "Aug_resized_Cat68_2.jpg"
    sha256: b2fdddb4055daa6f3daaf0ba1ae99047653d0d81c72b4cf281f83e6eb8891ecc
    success: True
  - lfn: "Aug_resized_Dog3_1.jpg"
    pfn: "Aug_resized_Dog3_1.jpg"
    sha256: c597369a63e8e600e76b9da29f83098698cdeb1a96b8beefc32a294b1a1fe2f5
    success: True
  - lfn: "Aug_resized_Cat51_0.jpg"
    pfn: "Aug_resized_Cat51_0.jpg"
    sha256: 7e2e72a17a36a317054368439b4b237f4de993a57a1a3ee5c2466f26095c6022
    success: True
  - lfn: "Aug_resized_Cat62_2.jpg"
    pfn: "Aug_resized_Cat62_2.jpg"
    sha256: 247a65a95c8f303fe08c0f3de98f6ab883018d1aaa6b69f4ff11c03525b277bb
    success: True
  - lfn: "Aug_resized_Dog52_0.jpg"
    pfn: "Aug_resized_Dog52_0.jpg"
    sha256: b17c5f2ee0346a2aefa7c7a45f370c0e1c3ed5014c02c22db5e7eea303f0900a
    success: True
  - lfn: "Aug_resized_Cat54_1.jpg"
    pfn: "Aug_resized_Cat54_1.jpg"
    sha256: 369b7b2fd073808e4a24bcd8790df498b4b4f0a8b9cc82a54b0b4ea7f41fb837
    success: True
  - lfn: "Aug_resized_Dog60_1.jpg"
    pfn: "Aug_resized_Dog60_1.jpg"
    sha256: 317e65852d25397947997050ef024ae0388cccb166cefed14391de5d22d1a73a
    success: True
  - lfn: "Aug_resized_Dog6_2.jpg"
    pfn: "Aug_resized_Dog6_2.jpg"
    sha256: cac7040d8e40c4ae49519c4c2d75c0d75d33514bdb74aded74f27fe9c2a74700
    success: True
  - lfn: "Aug_resized_Dog4_2.jpg"
    pfn: "Aug_resized_Dog4_2.jpg"
    sha256: 4f8273be3d9f50975a3d157c17c7520fcbdbf492de682c7bd198c32b27fdf4f7
    success: True
  - lfn: "Aug_resized_Cat6_1.jpg"
    pfn: "Aug_resized_Cat6_1.jpg"
    sha256: f4313f3b2072ffebefde689bd29708ed770b94adcd509c8369d5088deb4aee57
    success: True
  - lfn: "Aug_resized_Dog10_2.jpg"
    pfn: "Aug_resized_Dog10_2.jpg"
    sha256: 7214ad9990a0e11dfac753ba4f15ec8b3f8cb8e865a1c013c0dd6ae493a9ddfc
    success: True
  - lfn: "Aug_resized_Cat70_2.jpg"
    pfn: "Aug_resized_Cat70_2.jpg"
    sha256: 61975bb2878d7daf5fa9dac4be4ec7e9d2bd1d3bf8c173f3080b20cf3c09577a
    success: True
  - lfn: "Aug_resized_Cat20_2.jpg"
    pfn: "Aug_resized_Cat20_2.jpg"
    sha256: 8b8a5fa9953277cabbf68cfcac1e7ac6d6473f1a7cc031500e7cd1b77568ca90
    success: True
  - lfn: "Aug_resized_Dog60_2.jpg"
    pfn: "Aug_resized_Dog60_2.jpg"
    sha256: cac7040d8e40c4ae49519c4c2d75c0d75d33514bdb74aded74f27fe9c2a74700
    success: True
  - lfn: "Aug_resized_Dog47_1.jpg"
    pfn: "Aug_resized_Dog47_1.jpg"
    sha256: 69bd7d6f29db943b83b2b280cc7d1283760f6afe175f088f685b58515f50a52e
    success: True
  - lfn: "Aug_resized_Cat48_0.jpg"
    pfn: "Aug_resized_Cat48_0.jpg"
    sha256: e5ea4d663e89bbd2b75a16ffee25e524e547ced0c1b53b8674fb0b74e12f2422
    success: True
  - lfn: "Aug_resized_Cat11_1.jpg"
    pfn: "Aug_resized_Cat11_1.jpg"
    sha256: 0ca1750be2f31fe8519bf9a20155e495f9764a80f0ab0da90b62bb9d90030cb3
    success: True
  - lfn: "Aug_resized_Dog97_1.jpg"
    pfn: "Aug_resized_Dog97_1.jpg"
    sha256: 5532392aa52423bbc298a0e2ae4857dbb9f11a051a415b19362ce77bd01a23c7
    success: True
  - lfn: "Aug_resized_Dog54_1.jpg"
    pfn: "Aug_resized_Dog54_1.jpg"
    sha256: 4b956195c60b4dbc8c76f0c741d214113a79ecac8144541e9dd6dc3750e4f47e
    success: True
  - lfn: "Aug_resized_Cat73_2.jpg"
    pfn: "Aug_resized_Cat73_2.jpg"
    sha256: 7fe25723a115131be01bcd9f8844e63746a8d062382f4a4a1f4a839d221df8b7
    success: True
  - lfn: "Aug_resized_Cat63_2.jpg"
    pfn: "Aug_resized_Cat63_2.jpg"
    sha256: 5f07465bf3204fd9311bb3b46fa87546d98f81775180320cbf2c5fa77c5a2edc
    success: True
  - lfn: "Aug_resized_Dog44_1.jpg"
    pfn: "Aug_resized_Dog44_1.jpg"
    sha256: 1313170ec472131e43790ee6fd205644a483fdb5fb6bd2d8227bbcc5fac2caa8
    success: True
  - lfn: "Aug_resized_Dog38_0.jpg"
    pfn: "Aug_resized_Dog38_0.jpg"
    sha256: 8253c83edd161d44192072088987dbd41b43c1e28cf05739d82a2e13caa683ed
    success: True
  - lfn: "Aug_resized_Cat7_0.jpg"
    pfn: "Aug_resized_Cat7_0.jpg"
    sha256: e2d5347b414e14caac2b9aa91549ee04ba601edfc7422800633377177c0dc06f
    success: True
  - lfn: "Aug_resized_Dog93_0.jpg"
    pfn: "Aug_resized_Dog93_0.jpg"
    sha256: e80b019875b3a6705129e1c96ed6e10c4dcc86bfe951e3cb321f38afd58c990c
    success: True
  - lfn: "Aug_resized_Cat66_2.jpg"
    pfn: "Aug_resized_Cat66_2.jpg"
    sha256: 654819d4c59d5fc2c2456dc2031990e3b755d366c0ac5615aa4ab93f1cb6ffc6
    success: True
  - lfn: "Aug_resized_Dog99_2.jpg"
    pfn: "Aug_resized_Dog99_2.jpg"
    sha256: 72d15d624f0dd50bae4da01dd6b582f6ad86b32aff47309680e8b01ee89a7085
    success: True
  - lfn: "Aug_resized_Dog56_2.jpg"
    pfn: "Aug_resized_Dog56_2.jpg"
    sha256: 3fa20dcc1b44091e0b1d8b41199dd7a0f5d2cc02d0eb59bcc7635dbccdbe6d5d
    success: True
  - lfn: "Aug_resized_Dog88_0.jpg"
    pfn: "Aug_resized_Dog88_0.jpg"
    sha256: bec0b8e18e2375ca3e332b714a7f7a8e594be673d262ff5150963472535ee0ee
    success: True
  - lfn: "Aug_resized_Cat10_0.jpg"
    pfn: "Aug_resized_Cat10_0.jpg"
    sha256: 42b1ff8787609bf8081f776b6b78fb6476c2d8fa719d9141cfe1f0234fbcc514
    success: True
  - lfn: "Aug_resized_Cat61_1.jpg"
    pfn: "Aug_resized_Cat61_1.jpg"
    sha256: a977d9ebf7abdaf3dfd80b016898cd72cf4c0110ea76cab914b7f961632858e0
    success: True
  - lfn: "Aug_resized_Dog2_1.jpg"
    pfn: "Aug_resized_Dog2_1.jpg"
    sha256: b139aa9e9a1417a0aba5d5d1f64f9284391bf3f0539b2379a34af7017ac66a65
    success: True
  - lfn: "Aug_resized_Dog45_0.jpg"
    pfn: "Aug_resized_Dog45_0.jpg"
    sha256: fef7d9f8aea793ab59c56e1daa2ea9d5bed999fec35bb67942dc8975c1104f6f
    success: True
  - lfn: "Aug_resized_Cat53_0.jpg"
    pfn: "Aug_resized_Cat53_0.jpg"
    sha256: 949ae9e392dd872dcdd54ac98f75b175091ad8909710cd4edbb0e313f8f1b542
    success: True
  - lfn: "Aug_resized_Dog50_0.jpg"
    pfn: "Aug_resized_Dog50_0.jpg"
    sha256: 8e606f711f1ece6f014500e7519f19d6d02fd96a6e4ac6a98313a9007d5c9e34
    success: True
  - lfn: "Aug_resized_Cat58_2.jpg"
    pfn: "Aug_resized_Cat58_2.jpg"
    sha256: 3a251b943d6a126ea1a9b8a5567763e1537a89a0edd8923183654b98ea65ffb0
    success: True
  - lfn: "Aug_resized_Dog1_2.jpg"
    pfn: "Aug_resized_Dog1_2.jpg"
    sha256: 7214ad9990a0e11dfac753ba4f15ec8b3f8cb8e865a1c013c0dd6ae493a9ddfc
    success: True
  - lfn: "Aug_resized_Cat15_2.jpg"
    pfn: "Aug_resized_Cat15_2.jpg"
    sha256: 7d272f70d59e2e167ddd9eb12e094c105a2c2678485646f4b4d2febe120123b3
    success: True
  - lfn: "Aug_resized_Dog48_2.jpg"
    pfn: "Aug_resized_Dog48_2.jpg"
    sha256: 3f3f7ace65e0212548c91ad75600efd7bb96c8cf48bfbeaa4e61c433e0831f2a
    success: True
  - lfn: "Aug_resized_Cat5_0.jpg"
    pfn: "Aug_resized_Cat5_0.jpg"
    sha256: 24e104fb0a27d89035360d88291c89aeb53ae9de723f1c20375c1e6c598e1757
    success: True
  - lfn: "Aug_resized_Cat64_1.jpg"
    pfn: "Aug_resized_Cat64_1.jpg"
    sha256: dd637137f11f683e0c0c6c1800e7ef68a1b4b58f379f722631c7816ad7376520
    success: True
  - lfn: "Aug_resized_Dog42_0.jpg"
    pfn: "Aug_resized_Dog42_0.jpg"
    sha256: 533f1eb2afde2376e623141c80fabff66a1e5d8faf7751a626e9f275c5674bf8
    success: True
  - lfn: "Aug_resized_Dog53_2.jpg"
    pfn: "Aug_resized_Dog53_2.jpg"
    sha256: 4f15479d850547c0a196417dc3831d81238b3e510072314983f73ec2cdad7e5f
    success: True
  - lfn: "Aug_resized_Cat12_2.jpg"
    pfn: "Aug_resized_Cat12_2.jpg"
    sha256: 141b5d0bfc280ce31d511adbe5ec585184ea8f6190f68690bb4cea06a6ed0102
    success: True
  - lfn: "Aug_resized_Dog52_1.jpg"
    pfn: "Aug_resized_Dog52_1.jpg"
    sha256: 2160637bcb8809286c308a631746e09b3194bc3f3b4f77c3c629a99d11edd9e3
    success: True
  - lfn: "Aug_resized_Cat62_1.jpg"
    pfn: "Aug_resized_Cat62_1.jpg"
    sha256: c437f2e6fce0e3f6b8947a000cd80d3dbef1eff2912cc4308171f577d2c9d2b2
    success: True
  - lfn: "Aug_resized_Dog39_0.jpg"
    pfn: "Aug_resized_Dog39_0.jpg"
    sha256: 672f8014266092f9da2275536267ff59d317320f240a204a09b1c11e31f849f0
    success: True
  - lfn: "Aug_resized_Dog89_0.jpg"
    pfn: "Aug_resized_Dog89_0.jpg"
    sha256: 8471c5ba1023988d18d0325a4188190a9c5a33333edff4e41b883c6931fd189e
    success: True
  - lfn: "Aug_resized_Cat8_1.jpg"
    pfn: "Aug_resized_Cat8_1.jpg"
    sha256: f5aeb6fc94dad18bba988b083256424a86f7116c136a3dffd16e589ef91993ac
    success: True
  - lfn: "Aug_resized_Dog55_2.jpg"
    pfn: "Aug_resized_Dog55_2.jpg"
    sha256: 58054dc855b0449303d7dc90a1b946cfad67403a904c5d65f2d3ba27ad3b781d
    success: True
  - lfn: "Aug_resized_Cat56_1.jpg"
    pfn: "Aug_resized_Cat56_1.jpg"
    sha256: 3480c1004c13ed44b19de48b6195d4521735e35743bf8665a40a9df6bb7f270e
    success: True
  - lfn: "Aug_resized_Dog99_1.jpg"
    pfn: "Aug_resized_Dog99_1.jpg"
    sha256: 56dc91962b9f10528be0de322905bb5f20c8c33978390468d531c77246a8a036
    success: True
  - lfn: "Aug_resized_Dog96_0.jpg"
    pfn: "Aug_resized_Dog96_0.jpg"
    sha256: 9fec439f14ccd27ce2db42ef4e6da7943c26718223877aa6bc1261d363168283
    success: True
  - lfn: "Aug_resized_Dog46_1.jpg"
    pfn: "Aug_resized_Dog46_1.jpg"
    sha256: 756c1b479a1f0bed536e045770ac8d2d6b1cf6c73f4bbc1635463a185592f545
    success: True
  - lfn: "Aug_resized_Cat59_2.jpg"
    pfn: "Aug_resized_Cat59_2.jpg"
    sha256: a3d794c415e6fe0ad84dd08c190adeb3c07bdef02c46896cc1de032a6bebc7ba
    success: True
  - lfn: "Aug_resized_Cat71_2.jpg"
    pfn: "Aug_resized_Cat71_2.jpg"
    sha256: eab3fe43d85c89eb3a2d6608254e6c4ec817a161683ffd5ca61576d0ede0db53
    success: True
  - lfn: "Aug_resized_Dog43_0.jpg"
    pfn: "Aug_resized_Dog43_0.jpg"
    sha256: 15415fc5649443eb3012940dcc6a013ee7179b2760b4fcdcdff14ec8386fdf18
    success: True
  - lfn: "Aug_resized_Dog2_2.jpg"
    pfn: "Aug_resized_Dog2_2.jpg"
    sha256: fcaeb9a579ffc9f968f6f53659a6fa739e6e6209017f97dfa98b0df270a34f48
    success: True
  - lfn: "Aug_resized_Cat63_1.jpg"
    pfn: "Aug_resized_Cat63_1.jpg"
    sha256: afe1d096c1fd3034edb7815dd1802084a1b9421b601f9c6d3afd8b91dc6863b1
    success: True
  - lfn: "Aug_resized_Cat55_0.jpg"
    pfn: "Aug_resized_Cat55_0.jpg"
    sha256: d8146a70f53cb9ce63aed577205c586d9f29e744c0adf7989647934cd9670a2c
    success: True
  - lfn: "Aug_resized_Dog51_1.jpg"
    pfn: "Aug_resized_Dog51_1.jpg"
    sha256: 479aaac5bc8284138ca2631ef4bfbb17b53fda86ddcc63262c028094bcecd79b
    success: True
  - lfn: "Aug_resized_Dog54_2.jpg"
    pfn: "Aug_resized_Dog54_2.jpg"
    sha256: bfa3c1d6f500440b3c1c0d7bf6009d9c05b103657daa085ec4e1fd00f7781128
    success: True
  - lfn: "Aug_resized_Cat13_2.jpg"
    pfn: "Aug_resized_Cat13_2.jpg"
    sha256: 5202f08a7e9728ec2cb38d59a5bd12fd8bad02e93fd496de89a3b8d5510dfad0
    success: True
  - lfn: "Aug_resized_Dog0_1.jpg"
    pfn: "Aug_resized_Dog0_1.jpg"
    sha256: 0fbef7b783ebeef128fad983c5994a34434cce378da00aa023b23654c9726e3e
    success: True
  - lfn: "Aug_resized_Cat60_0.jpg"
    pfn: "Aug_resized_Cat60_0.jpg"
    sha256: 6e263253abb3b92f16919a0b47628771ea729b41753b5064b246ef7ad37738a5
    success: True
  - lfn: "Aug_resized_Dog3_2.jpg"
    pfn: "Aug_resized_Dog3_2.jpg"
    sha256: d486a3c278a356153585f9e03028c2dc687194bf6f6ca06f858d3ddab1a4c2ce
    success: True
  - lfn: "Aug_resized_Dog49_2.jpg"
    pfn: "Aug_resized_Dog49_2.jpg"
    sha256: e9dff03a2a8f10b8dbcd3adf0df96f3db53c938739ad61c7e49da74d78fa47d6
    success: True
  - lfn: "Aug_resized_Cat49_0.jpg"
    pfn: "Aug_resized_Cat49_0.jpg"
    sha256: 1a84195b02e78b42f20046a96d2ef843c9b89b5cc28b9b5ecd6491bb723d2465
    success: True
  - lfn: "Aug_resized_Dog95_0.jpg"
    pfn: "Aug_resized_Dog95_0.jpg"
    sha256: 2fe03f321d1266e721fdbb29f7f996885b958b4f51fa0598e9a212c78dee7638
    success: True
  - lfn: "Aug_resized_Cat9_1.jpg"
    pfn: "Aug_resized_Cat9_1.jpg"
    sha256: 51309f10fd548abf81c133cf1301ea38115306b86204a6ffc41830a2bb032ba3
    success: True
  - lfn: "Aug_resized_Dog98_1.jpg"
    pfn: "Aug_resized_Dog98_1.jpg"
    sha256: 2c8067b2cb9cdfc47e32b54edd7b5f5bfb9721c84aebd057f8d9dfc9cb8bcfda
    success: True
  - lfn: "Aug_resized_Cat57_1.jpg"
    pfn: "Aug_resized_Cat57_1.jpg"
    sha256: a96cc2870a16f08278576442a9aac2c74540a9bd19e0a1ac8733d98af2a8dc8e
    success: True
  - lfn: "Aug_resized_Cat65_2.jpg"
    pfn: "Aug_resized_Cat65_2.jpg"
    sha256: eda7c195ef8cbc74a745354ab19ceaa0b5fe07ae30c9e9f630d8c5385424149a
    success: True
- integrity_summary:
    succeeded: 604
    failed: 0
    duration: 4.031
